City_or_County,Year,Month,Day,CC_Year,CC_Month,CC_Day,Hour,Minute,Types_of_waters,Drowning_reasons,Drowning_results,Gender,Age,Swimming_skills
Tainan City,2018,4,3,2018,2,18,19,57,River,Floating Corpse,Dead,Male,65,Unknown
Tainan City,2018,4,5,2018,2,20,6,25,Offshore (<1km),Floating Corpse,Dead,Male,65,Unknown
Tainan City,2018,4,11,2018,2,26,6,33,Fish Pond,Traffic Accident,Dead,Male,68,Unknown
Tainan City,2018,4,12,2018,2,27,18,6,River,Fishing,Dead,Male,57,Unknown
Tainan City,2018,4,22,2018,3,7,1,21,River,Floating Corpse,Dead,Male,50,Unknown
Tainan City,2018,4,25,2018,3,10,8,29,River,Slipping,Rescued,Male,33,Unknown
Tainan City,2018,4,25,2018,3,10,17,26,Ditch,Floating Corpse,Dead,Female,50,Unknown
Tainan City,2018,4,26,2018,3,11,8,25,Offshore (<1km),Floating Corpse,Dead,Male,45,Unknown
Tainan City,2018,4,29,2018,3,14,13,30,Dock,Slipping,Rescued,Male,34,Unknown
Tainan City,2018,5,2,2018,3,17,8,7,Ditch,Floating Corpse,Dead,Female,70,Unknown
Tainan City,2018,5,2,2018,3,17,17,53,Ditch,Floating Corpse,Dead,Female,61,Unknown
Tainan City,2018,5,14,2018,3,29,10,19,River,Floating Corpse,Dead,Female,69,Unknown
Tainan City,2018,6,5,2018,4,22,9,56,Offshore (<1km),Slipping,Dead,Male,55,Unknown
Tainan City,2018,6,10,2018,4,27,6,15,Ditch,Suicide,Rescued,Female,57,Unknown
Tainan City,2018,6,12,2018,4,29,2,14,River,Slipping,Rescued,Male,18,Unknown
Tainan City,2018,6,14,2018,5,1,14,43,Pond,Floating Corpse,Dead,Male,50,Unknown
Tainan City,2018,6,20,2018,5,7,9,23,River,Suicide,Dead,Male,60,Unknown
Tainan City,2018,7,3,2018,5,20,11,49,River,Floating Corpse,Dead,Male,50,Unknown
Tainan City,2018,7,3,2018,5,20,14,4,River,Suicide,Rescued,Male,70,Unknown
Tainan City,2018,7,6,2018,5,23,17,51,Ditch,Floating Corpse,Dead,Male,64,Unknown
Tainan City,2018,7,10,2018,5,27,10,49,Offshore (<1km),Others,Rescued,Male,15,Unknown
Tainan City,2018,7,10,2018,5,27,10,49,Offshore (<1km),Others,Rescued,Male,15,Unknown
Tainan City,2018,7,10,2018,5,27,10,49,Offshore (<1km),Others,Rescued,Male,15,Unknown
Tainan City,2018,7,13,2018,6,1,7,46,Offshore (<1km),Suicide,Rescued,Male,61,Unknown
Tainan City,2018,7,16,2018,6,4,12,26,Others,Floating Corpse,Dead,Female,62,Unknown
Tainan City,2018,7,17,2018,6,5,10,29,River,Traffic Accident,Rescued,Male,46,Unknown
Tainan City,2018,7,17,2018,6,5,17,29,Offshore (<1km),Others,Rescued,Male,17,Yes
Tainan City,2018,7,19,2018,6,7,16,11,Offshore (<1km),Floating Corpse,Dead,Female,40,Unknown
Tainan City,2018,7,24,2018,6,12,15,58,Ditch,Floating Corpse,Dead,Male,64,Unknown
Tainan City,2018,7,25,2018,6,13,21,11,Offshore (<1km),Floating Corpse,Dead,Female,65,Unknown
Tainan City,2018,7,28,2018,6,16,23,13,Dock,Floating Corpse,Dead,Female,50,Unknown
Tainan City,2018,8,2,2018,6,21,16,24,Ditch,Suicide,Dead,Male,53,Unknown
Tainan City,2018,8,4,2018,6,23,17,30,Others,Floating Corpse,Dead,Female,78,Unknown
Tainan City,2018,8,15,2018,7,5,6,59,Ditch,Floating Corpse,Dead,Male,30,Unknown
Tainan City,2018,8,18,2018,7,8,8,11,Offshore (<1km),Others,Dead,Female,62,Unknown
Tainan City,2018,8,27,2018,7,17,16,38,River,Suicide,Dead,Male,75,Unknown
Tainan City,2018,9,3,2018,7,24,17,2,Ditch,Floating Corpse,Dead,Male,58,Unknown
Tainan City,2018,9,5,2018,7,26,19,43,Offshore (<1km),Others,Rescued,Female,30,Unknown
Tainan City,2018,9,15,2018,8,6,7,7,River,Floating Corpse,Dead,Male,60,Unknown
Tainan City,2018,9,15,2018,8,6,23,19,Offshore (<1km),Others,Dead,Male,61,Unknown
Tainan City,2018,9,16,2018,8,7,16,15,Ditch,Slipping,Rescued,Female,65,No
Tainan City,2018,9,17,2018,8,8,10,4,Ditch,Floating Corpse,Dead,Male,83,Unknown
Tainan City,2018,9,18,2018,8,9,14,19,Lake,Suicide,Rescued,Male,46,Unknown
Tainan City,2018,9,21,2018,8,12,21,21,Offshore (<1km),Suicide,Rescued,Female,30,Unknown
Tainan City,2018,9,24,2018,8,15,11,26,Ditch,Floating Corpse,Dead,Male,55,Unknown
Tainan City,2018,9,26,2018,8,17,16,55,Offshore (<1km),Others,Rescued,Female,53,Unknown
Tainan City,2018,10,1,2018,8,22,12,1,Dock,Floating Corpse,Dead,Male,80,Unknown
Tainan City,2018,10,3,2018,8,24,14,12,Fish Pond,Floating Corpse,Dead,Female,56,Unknown
Tainan City,2018,10,3,2018,8,24,21,26,Others,Suicide,Rescued,Male,44,Unknown
Tainan City,2018,10,5,2018,8,26,18,0,Ditch,Suicide,Rescued,Male,19,Unknown
Tainan City,2018,10,6,2018,8,27,16,23,Ditch,Suicide,Dead,Female,73,Unknown
Tainan City,2018,10,11,2018,9,3,8,42,Ditch,Floating Corpse,Dead,Male,58,Unknown
Tainan City,2018,10,11,2018,9,3,18,57,River,Suicide,Dead,Male,52,Unknown
Tainan City,2018,10,15,2018,9,7,8,27,River,Floating Corpse,Dead,Male,36,Unknown
Tainan City,2018,10,18,2018,9,10,17,3,Lake,Floating Corpse,Dead,Female,40,Unknown
Tainan City,2018,10,19,2018,9,11,1,3,River,Suicide,Rescued,Male,22,Unknown
Tainan City,2018,10,28,2018,9,20,11,48,River,Floating Corpse,Dead,Female,70,Unknown
Tainan City,2018,11,6,2018,9,29,12,56,River,Others,Dead,Male,82,Unknown
Tainan City,2018,11,9,2018,10,2,13,57,Fish Pond,Work,Dead,Male,81,Yes
Tainan City,2018,11,15,2018,10,8,23,52,Offshore (>1km),Others,Dead,Female,60,Unknown
Tainan City,2018,11,18,2018,10,11,16,31,River,Suicide,Rescued,Female,57,Unknown
Tainan City,2018,11,24,2018,10,17,6,24,Fish Pond,Floating Corpse,Dead,Male,Unknown,Unknown
Tainan City,2018,11,29,2018,10,22,7,17,Offshore (<1km),Others,Rescued,Female,51,Unknown
Tainan City,2018,12,3,2018,10,26,11,53,Pond,Suicide,Dead,Female,79,Unknown
Tainan City,2018,12,5,2018,10,28,10,58,Fish Pond,Floating Corpse,Dead,Female,74,Unknown
Tainan City,2018,12,6,2018,10,29,10,21,Dock,Others,Rescued,Male,37,Unknown
Tainan City,2018,12,8,2018,11,2,7,4,River,Floating Corpse,Dead,Male,60,Unknown
Tainan City,2018,12,15,2018,11,9,10,34,River,Floating Corpse,Dead,Male,Unknown,Unknown
Tainan City,2018,12,16,2018,11,10,16,50,River,Others,Dead,Male,26,Unknown
Tainan City,2018,12,23,2018,11,17,12,20,Others,Others,Dead,Male,77,Unknown
Kaohsiung City,2018,1,4,2017,11,18,4,38,Ditch,Slipping,Dead,Male,56,Unknown
Kaohsiung City,2018,1,7,2017,11,21,14,16,Lake,Suicide,Rescued,Male,67,Unknown
Kaohsiung City,2018,1,11,2017,11,25,19,42,Fish Pond,Others,Dead,Female,58,Unknown
Kaohsiung City,2018,1,15,2017,11,29,7,56,Lake,Suicide,Rescued,Male,84,Unknown
Kaohsiung City,2018,1,15,2017,11,29,10,41,River,Slipping,Rescued,Female,42,No
Kaohsiung City,2018,1,18,2017,12,2,4,39,River,Suicide,Rescued,Female,66,No
Kaohsiung City,2018,1,21,2017,12,5,10,45,River,Floating Corpse,Dead,Male,79,Unknown
Kaohsiung City,2018,1,23,2017,12,7,4,0,Offshore (<1km),Suicide,Rescued,Female,44,Unknown
Kaohsiung City,2018,1,23,2017,12,7,17,59,Lake,Slipping,Rescued,Female,47,Yes
Kaohsiung City,2018,1,24,2017,12,8,8,23,River,Suicide,Rescued,Male,36,No
Kaohsiung City,2018,1,26,2017,12,10,2,0,Dock,Suicide,Rescued,Female,33,Unknown
Kaohsiung City,2018,1,29,2017,12,13,10,46,River,Suicide,Rescued,Female,65,Unknown
Kaohsiung City,2018,2,2,2017,12,17,15,21,River,Floating Corpse,Dead,Male,33,Unknown
Kaohsiung City,2018,2,3,2017,12,18,7,8,Others,Floating Corpse,Dead,Male,65,Unknown
Kaohsiung City,2018,2,10,2017,12,25,12,39,Ditch,Slipping,Rescued,Male,51,No
Kaohsiung City,2018,2,16,2018,1,1,11,29,Offshore (<1km),Floating Corpse,Dead,Male,40,Unknown
Kaohsiung City,2018,2,18,2018,1,3,16,42,River,Suicide,Dead,Male,53,Unknown
Kaohsiung City,2018,2,18,2018,1,3,22,47,Ditch,Suicide,Dead,Male,69,Unknown
Kaohsiung City,2018,2,22,2018,1,7,16,35,Lake,Suicide,Rescued,Female,48,No
Kaohsiung City,2018,3,4,2018,1,17,7,15,Dock,Suicide,Dead,Male,45,Unknown
Kaohsiung City,2018,3,6,2018,1,19,13,27,River,Suicide,Rescued,Male,60,No
Kaohsiung City,2018,3,22,2018,2,6,17,44,River,Floating Corpse,Dead,Female,54,Unknown
Kaohsiung City,2018,3,27,2018,2,11,0,0,Ditch,Floating Corpse,Dead,Female,85,Unknown
Kaohsiung City,2018,4,2,2018,2,17,21,30,Reservoir,Suicide,Dead,Male,41,Unknown
Kaohsiung City,2018,4,15,2018,2,30,4,3,River,Suicide,Rescued,Female,28,Unknown
Kaohsiung City,2018,4,19,2018,3,4,13,4,River,Floating Corpse,Dead,Male,76,Unknown
Kaohsiung City,2018,4,25,2018,3,10,3,23,River,Floating Corpse,Dead,Female,46,Unknown
Kaohsiung City,2018,4,27,2018,3,12,8,27,Dock,Suicide,Dead,Male,55,Unknown
Kaohsiung City,2018,5,1,2018,3,16,17,28,River,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2018,5,2,2018,3,17,8,56,River,Floating Corpse,Dead,Male,50,Unknown
Kaohsiung City,2018,5,5,2018,3,20,10,36,Lake,Floating Corpse,Dead,Female,70,Unknown
Kaohsiung City,2018,5,11,2018,3,26,0,0,River,Slipping,Dead,Male,20,Unknown
Kaohsiung City,2018,5,23,2018,4,9,8,0,Lake,Floating Corpse,Dead,Female,60,Unknown
Kaohsiung City,2018,5,24,2018,4,10,18,7,Ditch,Floating Corpse,Dead,Male,79,Unknown
Kaohsiung City,2018,5,26,2018,4,12,12,30,Lake,Playing,Rescued,Male,51,Yes
Kaohsiung City,2018,5,27,2018,4,13,18,50,River,Suicide,Rescued,Male,76,No
Kaohsiung City,2018,5,28,2018,4,14,12,6,River,Others,Dead,Male,25,Unknown
Kaohsiung City,2018,6,2,2018,4,19,7,40,River,Slipping,Rescued,Female,56,Unknown
Kaohsiung City,2018,6,2,2018,4,19,14,55,Offshore (<1km),Floating Corpse,Dead,Female,30,Unknown
Kaohsiung City,2018,6,3,2018,4,20,17,24,River,Suicide,Rescued,Female,50,Unknown
Kaohsiung City,2018,6,4,2018,4,21,12,20,River,Floating Corpse,Dead,Female,50,Unknown
Kaohsiung City,2018,6,7,2018,4,24,16,28,Lake,Floating Corpse,Dead,Male,63,Unknown
Kaohsiung City,2018,6,20,2018,5,7,10,13,River,Slipping,Rescued,Male,61,Yes
Kaohsiung City,2018,7,3,2018,5,20,11,39,Dock,Suicide,Dead,Male,47,Unknown
Kaohsiung City,2018,7,6,2018,5,23,14,37,River,Floating Corpse,Dead,Female,44,Unknown
Kaohsiung City,2018,7,11,2018,5,28,5,40,Lake,Suicide,Rescued,Male,87,Unknown
Kaohsiung City,2018,7,14,2018,6,2,14,39,River,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2018,7,26,2018,6,14,3,42,Lake,Slipping,Rescued,Female,39,Unknown
Kaohsiung City,2018,8,4,2018,6,23,18,23,River,Floating Corpse,Dead,Male,60,Unknown
Kaohsiung City,2018,8,10,2018,6,29,16,21,River,Floating Corpse,Dead,Male,60,Unknown
Kaohsiung City,2018,8,14,2018,7,4,9,29,Fish Pond,Floating Corpse,Dead,Male,41,No
Kaohsiung City,2018,8,18,2018,7,8,3,31,River,Suicide,Rescued,Male,60,Unknown
Kaohsiung City,2018,8,28,2018,7,18,21,20,Offshore (<1km),Suicide,Dead,Female,30,Unknown
Kaohsiung City,2018,9,1,2018,7,22,14,24,Lake,Others,Dead,Male,46,Unknown
Kaohsiung City,2018,9,2,2018,7,23,15,56,Lake,Suicide,Rescued,Male,50,Unknown
Kaohsiung City,2018,9,4,2018,7,25,7,25,Lake,Floating Corpse,Dead,Female,47,No
Kaohsiung City,2018,9,4,2018,7,25,15,37,River,Suicide,Dead,Male,68,Unknown
Kaohsiung City,2018,9,8,2018,7,29,7,34,River,Slipping,Dead,Female,32,Unknown
Kaohsiung City,2018,9,12,2018,8,3,4,13,Ditch,Slipping,Rescued,Female,33,Unknown
Kaohsiung City,2018,9,13,2018,8,4,12,45,Ditch,Floating Corpse,Dead,Male,40,Unknown
Kaohsiung City,2018,9,14,2018,8,5,6,55,River,Suicide,Rescued,Male,78,Unknown
Kaohsiung City,2018,9,15,2018,8,6,16,28,River,Suicide,Rescued,Female,39,No
Kaohsiung City,2018,9,20,2018,8,11,8,22,Offshore (<1km),Others,Rescued,Male,58,Unknown
Kaohsiung City,2018,9,22,2018,8,13,2,24,River,Others,Rescued,Female,30,Unknown
Kaohsiung City,2018,9,26,2018,8,17,4,19,Lake,Slipping,Rescued,Female,28,Yes
Kaohsiung City,2018,10,3,2018,8,24,20,3,Lake,Traffic Accident,Rescued,Male,43,No
Kaohsiung City,2018,10,4,2018,8,25,0,34,River,Suicide,Rescued,Female,51,Unknown
Kaohsiung City,2018,10,4,2018,8,25,12,6,River,Slipping,Rescued,Male,68,No
Kaohsiung City,2018,10,8,2018,8,29,11,2,River,Floating Corpse,Dead,Female,81,Unknown
Kaohsiung City,2018,10,20,2018,9,12,20,32,River,Suicide,Rescued,Female,35,Unknown
Kaohsiung City,2018,10,31,2018,9,23,6,25,Lake,Floating Corpse,Dead,Female,59,Unknown
Kaohsiung City,2018,11,4,2018,9,27,22,44,River,Suicide,Rescued,Female,44,No
Kaohsiung City,2018,11,6,2018,9,29,14,1,River,Floating Corpse,Dead,Female,30,Unknown
Kaohsiung City,2018,11,11,2018,10,4,17,46,Ditch,Others,Dead,Male,56,Unknown
Kaohsiung City,2018,11,13,2018,10,6,9,52,Lake,Floating Corpse,Dead,Female,78,No
Kaohsiung City,2018,11,28,2018,10,21,2,16,Lake,Suicide,Dead,Female,25,Unknown
Kaohsiung City,2018,12,2,2018,10,25,14,48,River,Suicide,Rescued,Male,55,No
Kaohsiung City,2018,12,8,2018,11,2,10,12,Lake,Floating Corpse,Dead,Female,60,Unknown
Kaohsiung City,2018,12,12,2018,11,6,22,22,River,Others,Rescued,Male,39,Unknown
Kaohsiung City,2018,12,19,2018,11,13,12,12,Fish Pond,Slipping,Dead,Female,54,Unknown
Kaohsiung City,2018,12,22,2018,11,16,15,34,River,Floating Corpse,Dead,Male,76,Unknown
Kaohsiung City,2018,12,26,2018,11,20,9,40,River,Floating Corpse,Dead,Female,60,Unknown
Kaohsiung City,2018,12,26,2018,11,20,17,30,River,Others,Rescued,Male,70,Unknown
Yilan County,2018,2,8,2017,12,23,5,55,Offshore (<1km),Work,Dead,Male,39,Unknown
Yilan County,2018,2,23,2018,1,8,19,29,Offshore (<1km),Others,Dead,Female,37,Unknown
Yilan County,2018,3,1,2018,1,14,0,24,Offshore (<1km),Work,Dead,Male,61,Unknown
Yilan County,2018,3,18,2018,2,2,10,9,Offshore (<1km),Fishing,Missing,Male,46,Unknown
Yilan County,2018,5,6,2018,3,21,16,0,Offshore (<1km),Playing,Rescued,Male,21,Unknown
Yilan County,2018,5,6,2018,3,21,16,0,Offshore (<1km),Playing,Rescued,Male,21,Unknown
Yilan County,2018,5,7,2018,3,22,17,6,Offshore (<1km),Saving Others,Rescued,Male,24,Unknown
Yilan County,2018,5,7,2018,3,22,17,6,Offshore (<1km),Suicide,Rescued,Female,24,Unknown
Yilan County,2018,5,14,2018,3,29,21,55,Dock,Capsizing,Rescued,Male,42,Yes
Yilan County,2018,5,18,2018,4,4,15,0,River,Floating Corpse,Dead,Male,34,Unknown
Yilan County,2018,6,14,2018,5,1,12,30,River,Floating Corpse,Dead,Female,59,Unknown
Yilan County,2018,6,30,2018,5,17,13,30,Offshore (<1km),Playing,Rescued,Male,37,Unknown
Yilan County,2018,7,18,2018,6,6,18,16,Offshore (<1km),Playing,Dead,Male,18,Yes
Yilan County,2018,7,24,2018,6,12,15,59,River,Suicide,Rescued,Female,30,Unknown
Yilan County,2018,7,27,2018,6,15,14,40,River,Playing,Rescued,Male,45,Yes
Yilan County,2018,7,27,2018,6,15,14,40,River,Playing,Rescued,Female,24,Yes
Yilan County,2018,7,27,2018,6,15,14,40,River,Playing,Dead,Male,35,Unknown
Yilan County,2018,7,28,2018,6,16,5,38,Offshore (<1km),Work,Dead,Male,58,Unknown
Yilan County,2018,8,3,2018,6,22,18,13,Ditch,Floating Corpse,Dead,Female,46,Unknown
Yilan County,2018,8,8,2018,6,27,12,38,River,Floating Corpse,Dead,Male,30,Unknown
Yilan County,2018,8,17,2018,7,7,1,58,Offshore (<1km),Suicide,Dead,Female,35,Unknown
Yilan County,2018,8,26,2018,7,16,15,12,River,Playing,Dead,Male,24,Unknown
Yilan County,2018,8,26,2018,7,16,15,15,Offshore (<1km),Playing,Rescued,Male,24,Yes
Yilan County,2018,8,26,2018,7,16,15,15,Offshore (<1km),Playing,Dead,Female,23,Yes
Yilan County,2018,9,2,2018,7,23,9,55,River,Others,Dead,Male,57,Unknown
Yilan County,2018,9,2,2018,7,23,15,8,Offshore (<1km),Others,Dead,Male,52,Unknown
Yilan County,2018,9,2,2018,7,23,15,8,Offshore (<1km),Others,Dead,Female,48,Unknown
Yilan County,2018,9,2,2018,7,23,15,8,Offshore (<1km),Others,Dead,Male,53,Unknown
Yilan County,2018,9,2,2018,7,23,15,8,Offshore (<1km),Others,Dead,Female,47,Unknown
Yilan County,2018,9,2,2018,7,23,15,8,Offshore (<1km),Others,Dead,Male,9,Unknown
Yilan County,2018,9,2,2018,7,23,16,8,Offshore (<1km),Saving Others,Dead,Male,32,Unknown
Yilan County,2018,9,2,2018,7,23,16,8,Offshore (<1km),Playing,Rescued,Female,8,Unknown
Yilan County,2018,9,3,2018,7,24,11,18,Offshore (<1km),Suicide,Dead,Female,63,Unknown
Yilan County,2018,9,14,2018,8,5,22,45,Offshore (<1km),Others,Dead,Female,30,Yes
Yilan County,2018,12,7,2018,11,1,19,15,Dock,Capsizing,Missing,Male,53,Unknown
Yilan County,2018,12,25,2018,11,19,20,46,Offshore (<1km),Work,Dead,Male,58,Unknown
Yilan County,2018,12,31,2018,11,25,19,42,Offshore (<1km),Work,Dead,Male,38,Unknown
Taoyuan City,2018,1,16,2017,11,30,13,48,Reservoir,Suicide,Rescued,Female,53,Unknown
Taoyuan City,2018,1,26,2017,12,10,9,36,Pond,Floating Corpse,Dead,Male,45,Unknown
Taoyuan City,2018,1,29,2017,12,13,14,55,Others,Work,Dead,Male,65,Unknown
Taoyuan City,2018,1,30,2017,12,14,8,39,Pond,Others,Dead,Female,61,Unknown
Taoyuan City,2018,1,30,2017,12,14,22,1,Others,Others,Dead,Male,36,Unknown
Taoyuan City,2018,2,8,2017,12,23,7,49,Ditch,Suicide,Dead,Female,76,No
Taoyuan City,2018,2,20,2018,1,5,7,46,Fish Pond,Suicide,Dead,Male,60,Unknown
Taoyuan City,2018,3,2,2018,1,15,10,9,Pond,Suicide,Dead,Male,49,Unknown
Taoyuan City,2018,3,15,2018,1,28,14,52,Pond,Suicide,Dead,Female,59,No
Taoyuan City,2018,3,23,2018,2,7,11,30,Pond,Floating Corpse,Dead,Female,70,Unknown
Taoyuan City,2018,3,27,2018,2,11,15,57,Dock,Suicide,Dead,Male,92,Unknown
Taoyuan City,2018,4,2,2018,2,17,7,15,River,Others,Dead,Female,67,Unknown
Taoyuan City,2018,4,4,2018,2,19,10,18,Others,Suicide,Dead,Female,48,Unknown
Taoyuan City,2018,4,5,2018,2,20,14,18,Others,Others,Dead,Female,73,Unknown
Taoyuan City,2018,4,12,2018,2,27,8,38,Pond,Others,Dead,Male,50,Unknown
Taoyuan City,2018,5,1,2018,3,16,16,56,Lake,Floating Corpse,Dead,Male,41,Unknown
Taoyuan City,2018,5,12,2018,3,27,17,19,Pond,Floating Corpse,Dead,Female,85,Unknown
Taoyuan City,2018,5,13,2018,3,28,15,58,Ditch,Floating Corpse,Dead,Male,60,Unknown
Taoyuan City,2018,5,17,2018,4,3,13,59,Dock,Playing,Rescued,Male,Unknown,Yes
Taoyuan City,2018,5,22,2018,4,8,10,25,River,Playing,Rescued,Male,17,No
Taoyuan City,2018,5,22,2018,4,8,10,25,River,Playing,Dead,Female,34,No
Taoyuan City,2018,5,25,2018,4,11,5,30,Pond,Suicide,Rescued,Female,72,Yes
Taoyuan City,2018,5,29,2018,4,15,15,48,Pond,Others,Dead,Male,91,Unknown
Taoyuan City,2018,6,8,2018,4,25,10,20,Ditch,Floating Corpse,Dead,Female,Unknown,Unknown
Taoyuan City,2018,6,18,2018,5,5,3,11,Dock,Others,Dead,Male,38,Yes
Taoyuan City,2018,6,23,2018,5,10,9,23,Dock,Floating Corpse,Dead,Male,Unknown,Unknown
Taoyuan City,2018,6,25,2018,5,12,15,57,Pond,Suicide,Dead,Female,60,Unknown
Taoyuan City,2018,7,22,2018,6,10,16,42,Fish Pond,Floating Corpse,Dead,Male,20,Unknown
Taoyuan City,2018,8,2,2018,6,21,8,59,Pond,Floating Corpse,Dead,Male,62,Unknown
Taoyuan City,2018,8,4,2018,6,23,9,9,Pond,Suicide,Dead,Female,79,Unknown
Taoyuan City,2018,8,12,2018,7,2,1,57,Offshore (<1km),Suicide,Missing,Male,51,Unknown
Taoyuan City,2018,9,5,2018,7,26,12,50,Ditch,Suicide,Dead,Male,67,No
Taoyuan City,2018,9,9,2018,7,30,15,46,Pond,Playing,Dead,Male,15,No
Taoyuan City,2018,9,12,2018,8,3,14,11,Reservoir,Others,Dead,Male,78,Unknown
Taoyuan City,2018,9,29,2018,8,20,12,36,Lake,Floating Corpse,Dead,Female,70,Unknown
Taoyuan City,2018,10,4,2018,8,25,8,43,Ditch,Others,Dead,Female,77,Unknown
Taoyuan City,2018,10,19,2018,9,11,7,20,Lake,Floating Corpse,Dead,Female,70,Unknown
Taoyuan City,2018,10,25,2018,9,17,0,0,Fish Pond,Suicide,Dead,Female,Unknown,Unknown
Taoyuan City,2018,10,31,2018,9,23,15,18,Ditch,Suicide,Dead,Female,75,Unknown
Taoyuan City,2018,12,20,2018,11,14,10,31,Pond,Floating Corpse,Dead,Male,79,Unknown
Taoyuan City,2018,12,25,2018,11,19,17,4,River,Slipping,Dead,Male,3,Unknown
Hsinchu County,2018,2,12,2017,12,27,18,6,Offshore (<1km),Others,Rescued,Female,27,Unknown
Hsinchu County,2018,2,12,2017,12,27,18,6,Offshore (<1km),Others,Rescued,Female,22,Unknown
Hsinchu County,2018,3,25,2018,2,9,10,16,Pond,Traffic Accident,Rescued,Male,59,Unknown
Hsinchu County,2018,4,26,2018,3,11,0,28,Lake,Suicide,Dead,Male,44,Unknown
Hsinchu County,2018,5,19,2018,4,5,11,9,River,Saving Others,Dead,Male,60,Unknown
Hsinchu County,2018,8,17,2018,7,7,17,22,Offshore (<1km),Work,Dead,Male,63,Unknown
Hsinchu County,2018,8,19,2018,7,9,8,3,River,Slipping,Dead,Male,53,Unknown
Hsinchu County,2018,9,22,2018,8,13,6,30,Fish Pond,Suicide,Dead,Female,56,Unknown
Hsinchu County,2018,11,18,2018,10,11,12,26,Fish Pond,Fishing,Rescued,Male,39,Unknown
Hsinchu County,2018,11,29,2018,10,22,21,10,Offshore (<1km),Others,Dead,Male,40,Unknown
Miaoli County,2018,3,3,2018,1,16,8,58,Reservoir,Floating Corpse,Dead,Female,37,Unknown
Miaoli County,2018,4,3,2018,2,18,15,38,Reservoir,Suicide,Dead,Male,68,Unknown
Miaoli County,2018,5,18,2018,4,4,10,13,River,Work,Dead,Female,75,Unknown
Miaoli County,2018,6,17,2018,5,4,20,39,River,Fishing,Rescued,Male,37,Yes
Miaoli County,2018,6,17,2018,5,4,20,39,River,Fishing,Rescued,Male,23,Yes
Miaoli County,2018,6,18,2018,5,5,12,28,River,Fishing,Dead,Male,27,No
Miaoli County,2018,6,26,2018,5,13,6,17,Reservoir,Suicide,Dead,Male,53,Unknown
Miaoli County,2018,8,8,2018,6,27,12,9,Offshore (<1km),Work,Dead,Male,65,Unknown
Miaoli County,2018,8,11,2018,7,1,19,19,River,Slipping,Dead,Male,47,Unknown
Miaoli County,2018,9,7,2018,7,28,18,24,River,Fishing,Rescued,Male,37,Unknown
Miaoli County,2018,9,10,2018,8,1,20,45,Pond,Others,Dead,Male,81,Unknown
Miaoli County,2018,11,14,2018,10,7,12,50,Reservoir,Others,Dead,Male,42,Unknown
Changhua County,2018,3,23,2018,2,7,23,16,Ditch,Others,Dead,Male,36,Unknown
Changhua County,2018,3,24,2018,2,8,18,15,Ditch,Slipping,Dead,Male,67,Unknown
Changhua County,2018,4,3,2018,2,18,19,27,Ditch,Floating Corpse,Dead,Female,67,Unknown
Changhua County,2018,4,3,2018,2,18,21,46,River,Others,Rescued,Female,33,Unknown
Changhua County,2018,4,14,2018,2,29,13,29,River,Suicide,Dead,Female,67,Unknown
Changhua County,2018,4,24,2018,3,9,15,32,Offshore (<1km),Slipping,Dead,Female,60,Unknown
Changhua County,2018,6,8,2018,4,25,0,13,River,Suicide,Dead,Male,24,Unknown
Changhua County,2018,6,22,2018,5,9,2,2,Ditch,Traffic Accident,Dead,Female,31,Unknown
Changhua County,2018,6,27,2018,5,14,10,50,Ditch,Suicide,Dead,Female,65,Unknown
Changhua County,2018,7,9,2018,5,26,17,31,River,Slipping,Dead,Male,13,Unknown
Changhua County,2018,7,18,2018,6,6,11,10,Offshore (>1km),Floating Corpse,Dead,Female,64,Unknown
Changhua County,2018,7,18,2018,6,6,16,41,Ditch,Suicide,Dead,Female,69,Unknown
Changhua County,2018,8,3,2018,6,22,11,46,Ditch,Others,Dead,Male,52,Unknown
Changhua County,2018,8,14,2018,7,4,15,26,Ditch,Others,Rescued,Male,18,No
Changhua County,2018,8,26,2018,7,16,7,36,Pond,Floating Corpse,Dead,Male,99,Unknown
Changhua County,2018,9,1,2018,7,22,12,3,River,Suicide,Rescued,Female,34,Unknown
Changhua County,2018,9,20,2018,8,11,6,37,Ditch,Floating Corpse,Dead,Male,92,No
Changhua County,2018,9,25,2018,8,16,12,21,River,Floating Corpse,Dead,Female,80,Unknown
Changhua County,2018,10,1,2018,8,22,8,28,River,Suicide,Dead,Male,39,Unknown
Changhua County,2018,10,3,2018,8,24,8,1,Ditch,Floating Corpse,Dead,Male,59,Unknown
Changhua County,2018,10,7,2018,8,28,22,13,Ditch,Slipping,Dead,Male,52,Unknown
Changhua County,2018,10,18,2018,9,10,10,45,Ditch,Floating Corpse,Dead,Male,30,Unknown
Changhua County,2018,10,21,2018,9,13,18,35,River,Suicide,Rescued,Male,40,No
Changhua County,2018,10,24,2018,9,16,15,51,Ditch,Suicide,Rescued,Female,80,No
Changhua County,2018,11,4,2018,9,27,13,3,Ditch,Slipping,Dead,Male,41,No
Changhua County,2018,11,4,2018,9,27,13,44,Offshore (<1km),Fishing,Dead,Male,61,Unknown
Changhua County,2018,11,7,2018,9,30,16,13,Ditch,Floating Corpse,Dead,Female,73,Unknown
Changhua County,2018,11,17,2018,10,10,10,57,Ditch,Slipping,Dead,Female,70,Unknown
